UO,IJ,"PROCESSO ADMINISTRATIVO","PROCESSO PAGAMENTO","PROTEÇÃO SOCIAL",PROGRAMA,FAVORECIDO,IDENTIFICAÇÃO,FONTE,NE,NPD,"MÊS PARCELA",VENCIMENTO,VALOR,CONTA,"DATA BORDERÔ",BORDERÔ,"STATUS DA PRESTAÇÃO DE CONTAS",OBSERVAÇÃO
1231403,ENFERMEIRO,"NO - CENTRO DE SAÚDE SÃO CRISTÓVÃO - CSSCR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/04,2021/05/03,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1232833,MÉDICO,"L - CENTRO DE SAÚDE HORTO - CSHOR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/12,2021/05/11,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1232779,MÉDICO,"B - CENTRO DE SAÚDE BAIRRO DAS INDÚSTRIAS - CSBI",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/13,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1232973,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE BAIRRO DAS INDÚSTRIAS - CSBI",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/13,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1232213,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE BAIRRO DAS INDÚSTRIAS - CSBI",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/11,2020/05/27,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
123349X,MÉDICO,"B - CENTRO DE SAÚDE MARIA MADALENA TEODORO - LINDÉIA - CSMMT",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/15,2020/09/04,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1233821,MÉDICO,"L - CENTRO DE SAÚDE PARAÍSO - CSPA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/18,2020/05/23,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1232272,ENFERMEIRO,"B - CENTRO DE SAÚDE VILA CEMIG - CSVC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/11,2021/03/15,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
587406,ENFERMEIRO,"B - CENTRO DE SAÚDE VILA CEMIG - CSVC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/03/30,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1233813,MÉDICO,"VN - CENTRO DE SAÚDE MANTIQUEIRA - CSMAN",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/18,2020/07/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236448,"TÉCNICO DE SERVIÇOS DE SAÚDE","O - CENTRO DE SAÚDE AMILCAR VIANA MARTINS - CSAVM",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/02,2020/11/14,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1262937,"TÉCNICO DE SERVIÇOS DE SAÚDE","O - CENTRO DE SAÚDE AMILCAR VIANA MARTINS - CSAVM",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/12/03,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1233414,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE BARREIRO DE CIMA - CSBC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/15,2021/07/12,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1210961,MÉDICO,"P - CENTRO DE SAÚDE SANTA TEREZINHA - CSST",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/08,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1203655,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE LISANDRA ANGÉLICA DAVID JUSTINO - TÚNEL DE IBIRITÉ - CSLADJTI",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2020/09/05,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1254055,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE LISANDRA ANGÉLICA DAVID JUSTINO - TÚNEL DE IBIRITÉ - CSLADJTI",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/10/01,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
123237X,MÉDICO,"B - CENTRO DE SAÚDE PILAR/OLHOS D'ÁGUA - CSPI",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/08,2020/08/01,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1232701,ENFERMEIRO,"O - CENTRO DE SAÚDE VENTOSA - CSV",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/12,2020/09/13,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1238521,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE FRANCISCO GOMES BARBOSA - TIROL - CSFGBT",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/22,2021/06/21,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235492,"TÉCNICO DE SERVIÇOS DE SAÚDE","O - CENTRO DE SAÚDE AMILCAR VIANA MARTINS - CSAVM",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2021/05/27,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234054,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE FRANCISCO GOMES BARBOSA - TIROL - CSFGBT",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/19,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234070,ENFERMEIRO,"O - CENTRO DE SAÚDE NORALDINO DE LIMA - CSNL",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/20,2021/04/07,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234976,MÉDICO,"O - CENTRO DE SAÚDE SÃO JORGE - CSSJOR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/26,2020/07/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234003,"AGENTE DE SERVIÇO DE SAÚDE","NE - CENTRO DE SAÚDE ALCIDES LINS - CSAL",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/19,2020/06/22,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1233945,ENFERMEIRO,"O - CENTRO DE SAÚDE PALMEIRAS - CSPAS",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/18,2020/08/01,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235131,MÉDICO,"P - CENTRO DE SAÚDE JARDIM ALVORADA - CSJA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/26,2020/10/10,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1233619,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN - CENTRO DE SAÚDE SANTA MÔNICA - CSSMO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/18,2020/11/24,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234577,"TÉCNICO DE SERVIÇOS DE SAÚDE","O - CENTRO DE SAÚDE HAVAÍ - CSH",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/25,2021/05/24,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235085,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE BARREIRO DE CIMA - CSBC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/26,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234844,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE BARREIRO DE CIMA - CSBC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/25,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234208,"AGENTE DE SERVIÇO DE SAÚDE","NE - CENTRO DE SAÚDE ALCIDES LINS - CSAL",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/20,2021/05/19,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236340,"TÉCNICO DE SERVIÇOS DE SAÚDE","O - CENTRO DE SAÚDE SALGADO FILHO - CSSFO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/02,2020/07/01,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
126428X,"TÉCNICO DE SERVIÇOS DE SAÚDE","O - CENTRO DE SAÚDE SALGADO FILHO - CSSFO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/12/14,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234348,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - CENTRO DE SAÚDE HORTO - CSHOR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/21,2020/12/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1277268,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - CENTRO DE SAÚDE HORTO - CSHOR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/02/11,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235123,"TÉCNICO DE SERVIÇOS DE SAÚDE","O - CENTRO DE SAÚDE SANTA MARIA - CSSMA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/26,2021/04/28,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235484,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - CENTRO DE SAÚDE CARLOS RENATO DIAS - CSCRD",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/27,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236162,"CIRURGIÃO DENTISTA","VN - CENTRO DE SAÚDE SANTA MÔNICA - CSSMO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/01,2021/05/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234534,"TÉCNICO SUPERIOR DE SAÚDE","O - CENTRO DE SAÚDE VENTOSA - CSV",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/25,2021/03/08,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1254047,"TÉCNICO SUPERIOR DE SAÚDE","B  CENTRO DE SAÚDE VALE DO JATOBÁ  CSVJ",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/12/01,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
122458X,"TÉCNICO SUPERIOR DE SAÚDE","NE - CENTRO DE SAÚDE GENTIL GOMES - CSGG",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/11/23,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1233686,"CIRURGIÃO DENTISTA","L - CENTRO DE SAÚDE PARAÍSO - CSPA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/18,2021/05/17,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235476,MÉDICO,"B - CENTRO DE SAÚDE VALE DO JATOBÁ - CSVJ",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2020/07/01,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1233910,MÉDICO,"L - CENTRO DE SAÚDE MARIANO DE ABREU - CSMAB",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/18,2020/07/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
123528X,MÉDICO,"L - CENTRO DE SAÚDE SÃO JOSÉ OPERÁRIO - CSSJO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/27,2020/09/20,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1212050,"TÉCNICO DE SERVIÇOS DE SAÚDE","NO - CENTRO DE SAÚDE SÃO CRISTÓVÃO - CSSCR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234623,"TÉCNICO SUPERIOR DE SAÚDE","O - CENTRO DE SAÚDE PALMEIRAS - CSPAS",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/25,2020/12/03,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234585,ENFERMEIRO,"NO - CENTRO DE SAÚDE ELZA MARTINS DA CRUZ - CSEMC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/25,2021/05/24,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235336,MÉDICO,"P - CENTRO DE SAÚDE SANTA TEREZINHA - CSST",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2020/08/01,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234798,MÉDICO,"VN - CENTRO DE SAÚDE SANTO ANTÔNIO - CSSANT",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/25,2021/05/24,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235506,ENFERMEIRO,"NO - CENTRO DE SAÚDE DOM CABRAL - CSDC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2021/05/27,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234801,"CIRURGIÃO DENTISTA","N - CENTRO DE SAÚDE ETELVINA CARNEIRO - CSEC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/25,2020/09/09,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
586505,ENFERMEIRO,"VN - CENTRO DE SAÚDE LAGOA - CSL",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/29,2020/06/22,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1244394,ENFERMEIRO,"VN - CENTRO DE SAÚDE LAGOA - CSL",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/07/29,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
123545X,"CIRURGIÃO DENTISTA","O - CENTRO DE SAÚDE VILA LEONINA - CSVL",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2021/05/27,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235441,"CIRURGIÃO DENTISTA","O - CENTRO DE SAÚDE VILA LEONINA - CSVL",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2021/05/27,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235468,MÉDICO,"O - CENTRO DE SAÚDE VILA LEONINA - CSVL",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2021/03/12,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1233988,MÉDICO,"N - CENTRO DE SAÚDE MG VINTE - CSMGV",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/19,2020/07/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235611,MÉDICO,"CS - CENTRO DE SAÚDE NOSSA SENHORA APARECIDA - CSNSA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/29,2020/08/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
125392X,MÉDICO,"CS - CENTRO DE SAÚDE NOSSA SENHORA APARECIDA - CSNSA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/10/01,2020/12/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
127577X,MÉDICO,"CS  CENTRO DE SAÚDE NOSSA SENHORA APARECIDA  CSNSA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/02/03,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235433,MÉDICO,"O - CENTRO DE SAÚDE WALDOMIRO LOBO - CSVLO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/01,2020/09/05,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1254411,MÉDICO,"O - CENTRO DE SAÚDE WALDOMIRO LOBO - CSVLO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/10/05,2020/10/13,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1265863,MÉDICO,"O - CENTRO DE SAÚDE WALDOMIRO LOBO - CSVLO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/12/29,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235093,"TÉCNICO DE SERVIÇOS DE SAÚDE","CS - CENTRO DE SAÚDE MENINO JESUS - CSMJ",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/26,2021/05/25,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236170,MÉDICO,"VN - CENTRO DE SAÚDE SANTA MÔNICA - CSSMO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/01,2020/08/07,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234011,MÉDICO,"O - CENTRO DE SAÚDE BETÂNIA - CSB",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/08,2020/08/17,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1249922,MÉDICO,"O - CENTRO DE SAÚDE BETÂNIA - CSB",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/09/08,2021/02/26,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1295487,MÉDICO,"O - CENTRO DE SAÚDE BETÂNIA - CSB",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/05/04,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235344,MÉDICO,"NO - CENTRO DE SAÚDE SÃO CRISTÓVÃO - CSSCR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2021/05/27,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235530,ENFERMEIRO,"P - CENTRO DE SAÚDE TREVO - CSTR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/28,2021/05/27,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
123593X,MÉDICO,"NO - CENTRO DE SAÚDE JARDIM MONTANHÊS - CSJM",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/29,2020/11/28,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1265227,MÉDICO,"NO - CENTRO DE SAÚDE JARDIM MONTANHÊS - CSJM",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/12/23,2021/03/12,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1291368,MÉDICO,"NO - CENTRO DE SAÚDE JARDIM MONTANHÊS - CSJM",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/04/16,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236219,ENFERMEIRO,"O - CENTRO DE SAÚDE WALDOMIRO LOBO - CSVLO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/01,2021/05/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1278345,ENFERMEIRO,"O  CENTRO DE SAÚDE WALDOMIRO LOBO  CSVLO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/02/22,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236030,MÉDICO,"B - CENTRO DE SAÚDE PILAR/OLHOS D'ÁGUA - CSPI",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/29,2020/10/17,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1264301,MÉDICO,"B - CENTRO DE SAÚDE PILAR/OLHOS D'ÁGUA - CSPI",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/12/14,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236014,ENFERMEIRO,"CS - CENTRO DE SAÚDE CONJUNTO SANTA MARIA - CSCSM",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/29,2020/07/17,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1188591,ENFERMEIRO,"NE - CENTRO DE SAÚDE CAPITÃO EDUARDO - CSCE",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/09/01,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235999,MÉDICO,"O - CENTRO DE SAÚDE VENTOSA - CSV",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/29,2020/07/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235638,MÉDICO,"L - CENTRO DE SAÚDE ALTO VERA CRUZ - CSAVC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/29,2021/01/06,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1269737,MÉDICO,"L - CENTRO DE SAÚDE ALTO VERA CRUZ - CSAVC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/01/21,2021/03/03,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1280587,MÉDICO,"L - CENTRO DE SAÚDE ALTO VERA CRUZ - CSAVC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/03/09,2021/03/29,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1258638,MÉDICO,"L - CENTRO DE SAÚDE ALTO VERA CRUZ - CSAVC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/05/03,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1235956,MÉDICO,"P - CENTRO DE SAÚDE SANTA AMÉLIA - CSSA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/29,2020/12/11,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1268579,MÉDICO,"P - CENTRO DE SAÚDE SANTA AMÉLIA - CSSA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/01/18,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1191142,ENFERMEIRO,"N - CENTRO DE SAÚDE JAQUELINE II - CSJAQ",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/05,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236006,MÉDICO,"CS - CENTRO DE SAÚDE SANTA RITA DE CÁSSIA - CSSR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/29,2020/12/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1270263,MÉDICO,"CS - CENTRO DE SAÚDE SANTA RITA DE CÁSSIA - CSSR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/01/25,2021/03/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1292534,MÉDICO,"CS - CENTRO DE SAÚDE SANTA RITA DE CÁSSIA - CSSR",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/04/20,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236383,ENFERMEIRO,"B - CENTRO DE SAÚDE FRANCISCO GOMES BARBOSA - TIROL - CSFGBT",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/03,2020/12/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236332,MÉDICO,"CS - CENTRO DE SAÚDE OSWALDO CRUZ - CSOC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/01,2020/07/28,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1208088,MÉDICO,"VN - CENTRO DE SAÚDE SANTO ANTÔNIO - CSSANT",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/04,2021/02/26,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
128096X,MÉDICO,"VN  CENTRO DE SAÚDE SANTO ANTÔNIO  CSSANT",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/03/11,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1211305,ENFERMEIRO,"P - CENTRO DE SAÚDE CONFISCO - CSCO",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/07,2020/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
587251,ENFERMEIRO,"N - CENTRO DE SAÚDE JARDIM FELICIDADE - CSJFE",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/10/26,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236472,"CIRURGIÃO DENTISTA","N - CENTRO DE SAÚDE HELIÓPOLIS - CSHE",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/03,2020/09/07,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1234984,MÉDICO,"VN - CENTRO DE SAÚDE JARDIM LEBLON - CSJL",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/05/26,2020/12/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1236367,MÉDICO,"L - CENTRO DE SAÚDE PARAÍSO - CSPA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2020/06/02,2021/02/05,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1279333,MÉDICO,"L  CENTRO DE SAÚDE PARAÍSO  CSPA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/03/01,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
