UO,IJ,"PROCESSO ADMINISTRATIVO","PROCESSO PAGAMENTO","PROTEÇÃO SOCIAL",PROGRAMA,FAVORECIDO,IDENTIFICAÇÃO,FONTE,NE,NPD,"MÊS PARCELA",VENCIMENTO,VALOR,CONTA,"DATA BORDERÔ",BORDERÔ,"STATUS DA PRESTAÇÃO DE CONTAS",OBSERVAÇÃO,"METAS PACTUADAS/REPACTUADAS"

e agosto: CREAB Venda Nova;

e setembro: Centro de Saúde Maria Madalena Teodoro - Lindéia, CEREST Centro-Sul, CTA-SAE,
GAERE Barreiro e Centro de Saúde Diamante/Teixeira Dias;

e outubro: Centro de Saúde Urucuia, CEREST Centro-Sul (reabertura) e Centro de Saúde Mariano
de Abreu;

e novembro: UPA Norte, CEREST Centro-Sul (reabertura 3), Centro de Saúde Carlos Chagas, Centro
de Saúde Santa Mônica, GAERE Norte e Gerência de Auditoria (GEAUD);

e dezembro: Centro de Saúde Waldomiro Lobo, Centro de Saúde Nova York, UPA Oeste, Centro de

Saúde Carlos Chagas (reabertura) e UPA Venda Nova.
relação à revisão das legislações, foram realizadas:

e publicação da Portaria 0006/2020, que institui o cronograma de “datas especiais” para o
funcionamento dos serviços de saúde da SMSA no ano de 2020;

e publicação da Portaria 0019/2020, que institui o fluxo de registro dos episódios de violência no
trabalho e arrombamentos nas unidades de saúde da SMSA;

e publicação da Lei nº 11.217/2020, que atualiza as regras de plantões extras, valor do prêmio Pró-
Família e data especial;

e publicação da Portaria SMSA/SUS-BH nº 0179/2020, que define os critérios de seleção para
preenchimento de vaga de Função Gratificada de Gerente de Unidade de Saúde e Gerente
Adjunto de Unidade de Saúde no âmbito da SMSA, nos termos do art. 88 do Decreto nº
17.345/2020;

e publicação da Portaria SMSA/SUS-BH nº 0286/2020, que regulamenta a realização de plantões
extras nas unidades de urgência e emergência da SMSA;

e publicação da Portaria SMSA/SUS-BH nº 0329/2020, que dispõe sobre a Gratificação de
Incremento das Ações do Plano Municipal de Saúde;

e publicação da Portaria SMSA/SUS-BH nº 0289/2020, que regulamenta a prestação dos serviços na

SMISA e as medidas temporárias de prevenção ao contágio pelo COVID-19;

138
e publicação da Portaria Conjunta SMPOG/SMSA nº 001/2020, que regulamenta horário de
funcionamento e o cumprimento das jornadas de trabalho dos agentes públicos lotados na SMSA,
para os fins da apuração do registro eletrônico de frequência;

e publicação da Portaria SMSA/SUS-BH nº 0520/2020, que institui a comissão de ética da SMSA;

e publicação da Portaria SMSA/SUS-BH nº 0528/2020, que define os critérios para o exercício da

atividade de Referência Técnica nas unidades de gestão no âmbito da SMSA.
No ano de 2020 pode-se destacar ainda as seguintes ações:

e realização de estudos para redimensionamento do quadro de estagiários;

e elaboração e atualização do Ementário de RH, que apresenta a compilação de todas as legislações
relacionadas à vida funcional dos agentes públicos da SMSA;

e revisão do fluxo do processo de movimentação interna na SMSA;

e implantação e treinamentos para a rede sobre a nova metodologia de registro de ponto
eletrônico;

e publicação do Edital SMSA nº 028/2020 — Processo seletivo interno destinado à promoção dos
servidores integrantes da carreira da Medicina;

e publicação do Edital nº 01/2020 - Concurso Público para provimento dos cargos públicos efetivos
da Carreira dos Servidores da Saúde, da Carreira da área de atividades de Medicina e da Carreira
dos Servidores da Vigilância Sanitária da Administração Direta do Poder Executivo do Município
de Belo Horizonte;

e publicação do Edital nº 02/2020 — Seleção Pública para provimento do emprego da Carreira dos
Agentes Comunitários de Saúde da Administração Direta do Poder Executivo do Município de Belo
Horizonte;

e no âmbito do Movimenta PBH/SUS, foram realizadas diversas atividades relacionadas a saúde do

servidor, tais como dia de combate ao alcoolismo e projeto marmita saudável.

Profissionais de Saúde Trabalhando no SUS

Tabela 64 - Postos de trabalho ocupados, por ocupação e forma de contratação, dezembro de 2020

cBO cBO
Adm. do E PN cBo cBo (outros) (outros) CBO
Estabelecimento CA médicos enfermeiro nível nível ACS

superior médio
Estatutários e empregados públicos (0101,

0102) 4.798 1.686 2645 10.945 2504
o Intermediados por outra entidade (08) 133 14 48 337 -
DORA DE 2, autônomos (0209, 0210) 662 33 2 32 -
t Residentes e estagiários (05, 06) 1.246 91 1m 25 -
Bolsistas (07) 118 1 1 - -
Informais (09) 4 1 18 1 -
Privada (NJ grupos 2 - Intermediados por outra entidade (08) 14.921 5 205 na -
exceto 201-1, Celetistas (0105) 554 1232 E 6413 -

139
Adm. do Formas de contratação
Estabelecimento É

203-8-,3,4e5) Autônomos (0209, 0210)
Residentes e estagiários (05, 06)
Bolsistas (07)

informais (09)

Servidores públicos cedidos para a iniciativa

privada (10)
Fonte: CNES. Data da consulta: 21/07/2020

cBO

cBo cBo (outros)
médicos enfermeiro nível
superior
8.046 70 3412
[a 29 es
97 - 14
304 5 75

cBO
(outros)
nível
médio
233 -
18 -

14 -

cBO
ACS

Tabela 65 - Postos de trabalho ocupados, por Contrato Temporário e Cargos em Comissão, dezembro de

2020

Adm. do Estabelecimento Formas de contratação

Pública (NJ grupo 1, ou 201-1, Contratos temporários e cargos
203-8) em comissão (010301, 0104)
Privada (NJ grupos 2 - exceto Contratos temporários e cargos
201-1, 203-8-,3,4€5) em comissão (010302, 0104)
Fonte: CNES. Data da consulta: 21/07/2020.

Tabela 66 - Postos de trabalho ocupados, por ocupação e forma de contratação, 2016-2019

Adm. do Estabelecimento

Privada (NJ grupos 2 - exceto
201-1, 203-8-,3,4€5)

Pública (NJ grupo 1, ou 201-1,
203-8)

Formas de contratação

Autônomos (0209, 0210)
Bolsistas (07)
Celetistas (0105)

informais (09)

intermediados por outra entidade
(08)

Residentes e estagiários (05, 06)
Autônomos (0209, 0210)

Bolsistas (07)

Estatutários e empregados públicos
(0101,0102)

informais (09)

Intermediados por outra entidade
(08)

cBo
cBo cBo (outros) SEO, cBo
o A à (outros)
médicos enfermeiro nível ago ACS
nível médio
superior
2.366 901 1.208 5.000 55
108 54 143 122 -
2016 2017 2018 2019
4971 6.920 7571 9.826
- 7 37 79
14.651 15.821 17.951 26.557
273 396 399 346
74.892 77457 77.320 86.794
118 727 741 782
527 4.619 5.960 7.000
432 497 sa 1.469
315.256 310.700 309.793 305449
147 518 697 467
4.806 4311 6.084 15.609
20.704 19.729 18.379 21.337

Residentes e estagiários (05, 06)

Fonte: CNES. Data da consulta: 21/07/2020.

Tabela 67 - Postos de trabalho ocupados, por Contrato Temporário e Cargos em Comissão, 2016-2019

Adm. do Estabelecimento

Privada (NJ grupos 2 - exceto
201-1, 203-8-,3,4€5)
Pública (NJ grupo 1, ou 201-1,
203-8)

Formas de contratação

Contratos temporários e cargos em
comissão (010302, 0104)
Contratos temporários e cargos em
comissão (010301, 0104)

Fonte: CNES. Data da consulta: 21/07/2020.

2016

32

59.667

2017

547

71.723

2018 2019
451 615
79.79 88.113

140
7 Programação Anual de
Saúde

 

Neste tópico são apresentados o resultado de indicadores do Plano Municipal de Saúde de forma a

acompanhar a execução das metas, segundo a Programação Anual de Saúde referente ao ano de 2020.

A partir do monitoramento dos indicadores e, assim, da execução das metas previamente definidas no
Plano Municipal de Saúde e organizadas segundo a Programação Anual de Saúde, são apresentadas ainda

algumas considerações pontuais e dispostas de acordo com seu respectivo objetivo.

Diretriz Nº 1 - Atenção Primária: Saúde da Família e

Comunidade

Objetivo Nº 1.1 - Gestão do Cuidado e Estratégia de Saúde da Família

     

 

[ESTES 2020

 

Sadie]

   

1. Apoiar centros de saúde na Percentual de centros de |

estratégia da Gestão do Cuidado no saúde acompanhados pela, 32,90 | 9145 | 8000 | 100,00 100,00 | 100,00 Percentual

Território (GCT) ec

2. Construir centros de saúde (novos
e em substituição), conforme

disgnático do Movimento VivaSUS, (o da saúde
construído pelas 152 Comissões á 1 - 8 2 25,00 | 40 | Número
Locais de Saúde, com ampla ronstruído
discussão junto ao controle social
obre as formas de financiamento!

 

 

 

Equipe NASF-AB

 

3. Implantar equipes do NASF-AB 23 Meta concluída 23 | Número
implantada |
: í 7 z T |
. Implantar equipes de Saúde da Equipe de Saúde da 1 . . a 10000 | 12 | Número
Família Família implantada |

 

Ê Ampliar 0 diagnóstico das pessoas
ivendo com HIV/aids, na Rede SUS- Percentual de pessoas
BH, considerando a prevalência jivendo com HIV/aids 70,44 99,91 85,00 | 10800 100,00 | 85,00 Percentual
nacional da infecção pelo HIV de diagnosticadas
D4% na população geral

6. Implementar a política municipal
intersetorial para População em
Situação de Rua, no âmbito da saúde

 

 

Política implementada no

âmbito da saúde 1 Meta concluída 1 Número

 

 

 

7. Manter a cobertura de Cobertura de

acompanhamento das acompanhamento das

condicionalidades de saúde do condicionalidades de 8897 | 9470 | 8680 | 8891 | 10000 | 8690 Percentual
Programa Bolsa Família (PBF) aúde do PBF.

&. Implantar Academias da Cidade Número de Academias da |, - - 1 100,00 | 23 | Número

 

 

 

Cidade implantadas |

 

écnica orçamentária para avaliar

ampliação das práticas integrativas € [antigo - Meta concluída 1 | Número

u Realizar um estudo de viabilidade

 

complementares (PRHOAMA) para a
APS

 

 

 

 

 

 

 

141
Resultado

[o Eta TT ERAS furia H
a EEE +

10. Ampliar a oferta de intervisões Número de intervisões de . | .

de Terapia Comunitária Integrativa  TCI

11. Apresentar Plano de Ações para |

solucionar as demandas apontadas

no diagnóstico do Movimento [

VivaSUS, construído pelas 152

Comissões Locais de Saúde |

a As metas físicas acrescidas pelo Plenário do CMS-BH ficam condicionadas à captação de recursos adicionais específicos, por meio de esforço
conjunto da gestão, conselhos de saúde, parlamentares e outros órgãos.

 
  
       

 

Plano de ação |

1 Meta concluída 1 Número
apresentado

Em relação à meta 1.1.2: Construir centros de saúde (novos e em substituição), conforme diagnóstico do
Movimento VivaSUS, construído pelas 152 Comissões Locais de Saúde, com ampla discussão junto ao
controle social sobre as formas de financiamento foram concluídas obras de substituição do Centro de
Saúde Vera Cruz, em 2018, e a reconstrução dos Centros de Saúde Cabana e Boa Vista em 2020 por meio

da Concessão Administrativa da Atenção Primária.

Objetivo Nº 1.2 - Atenção à Saúde da Mulher, Criança e Adolescente

EE ERIC

Reta
escrição da Meta OCS Resultado| “meta
cançada

1. Desenvolver ações de combate ao Percentual de escolas
Aedes aegypti em todas as escolas cobertas com ação de a 3300 | 100,00 Meta concluída 100,00 Percentual
municipais combate ao Aedes aegypti
Percentual de escolas com

a campanha para

   

 

2. Ampliar o percentual de escolas,
com campanha para promoção de |
!

é , promoção de ambientes | 4857 | 60,00 | 4857 | 8095 | 100,00 Percentual
ambientes livres de tabaco na Rede É
a É livres de tabaco
Municipal de Educação N
implantada

3. Implementar política municipal
para gestantes, bebês e puérperas

Política implementada no . :

em situação de vulnerabilidade, no âmbito da saúde pa Meta concluída 1º | Número
âmbito da saúde |

4. Reduzir ataxa demortalidade Taxa de mortalidade

infantil em Belo Horizonte infantil 9,90 10,50 950 940 100,00 950 Taxa

5. Reduzir a razão de mortalidade

|

Razão de mortalidade
materna para alcançar a meta da |

|

|

'materna de residentes de | (a) (a) 3800 | 33,86 | 10000 | 3420 | Taxa

o ização Mundial de Saúde até
rganização Mundial de Saúde até | monte

2030
6. Manter a proporção de gravidez

na adolescência entre as faixas Proporção de gravidez na
e adolescênciaentreas | 8,80 860 | 11,00 | 7,70 | 10000 | 11,00 Percentual
etárias de 10 a 19 anos em, no |

máximo, 11% faixas etárias 10 a 19 anos

i q Número de casos novos
7. Reduzir em 34% onúmerode quo coroa
desíflis congênitaem |

casos novos de sífilis congênita em
) menores de um ano de
menores de um ano de idade ad
idade

Razão de exames
citopatológicos do colo do
útero em mulheres de 25
a 64 anos na população 0,36 0,33 0,37 o10 | 2703 | 037 | Razão
residente de determinado
local e a população da
mesma faixa etária

Razão de exames de
Imamografia de

| je
9. Aumentar a realização de exames [2Streamento realizados
: ç em mulheres de 50 a 69

de mamografias em mulheres de 50 | 5 031 030 030 010 sãas oa gaia
a 69 anos pnosna população

residente de determinado
local e população da
'mesma faixa etária.

237 284 219 195 100,00 197 | Número

 

8. Aumentar a coleta de exames
preventivos de câncer de colo
uterino nas mulheres de 25 a 64
anos na população residente no
município e da mesma faixa etária

 

 

142
ESTagra [CI uti [ARM DRAMA OS PE TEA
Icançada

10. Implementar as práticas
baseadas em evidências na atenção
à gestação, parto, nascimento,
puerpério e abortamento, de acordo
com as Diretrizes Nacionais e
Atenção ao Parto (Conitec/
Ministério da Saúde e Norma Técnica
de Atenção Humanizada ao
Abortamento), nas maternidades do
SUS-BH e em efetiva articulação
junto à saúde suplementar
a Meta alterada para o período 2020 a 2021, em 2018 e 2019 referia-se ao número de óbitos maternos em Belo Horizonte, para os demais
anos, razão de mortalidade materna de residentes em Belo Horizonte.

  

 

Percentual de
'maternidades do SUS-BH
(com práticas baseadas em
evidências implantadas

 

100,00 | 100,00 - - 100,00 | 100,00 Percentual

No que se refere à meta 1.2.2: Ampliar o percentual de escolas com campanha para promoção de
ambientes livres de tabaco na Rede Municipal de Educação, aponta-se que não foi atingida devido ao

fechamento das escolas em virtude da pandemia da COVID-19.

Os valores das metas 1.2.4: Reduzir a taxa de mortalidade infantil em Belo Horizonte, 1.2.5: Reduzir a

 

 

razão de mortalidade materna para alcançar a meta da Organização Mundial de Saúde até 2030 e 1.2.6;
Manter a proporção de gravidez na adolescência entre as faixas etárias de 10 a 19 anos em, no máximo,
11%, são parciais. A realização das investigações da mortalidade infantile mortalidade materna têm um
prazo até 365 dias após o óbito para serem realizadas, já a taxa de gravidez na adolescência depende do

fechamento do SINASC.

Já as metas 1.2.8: Aumentar a coleta de exames preventivos de câncer de colo uterino nas mulheres de 25
a 64 anos na população residente no município e da mesma faixa etária e 1.2.9: Aumentar a realização
de exames de mamografias em mulheres de 50 a 69 anos não tiveram suas metas alcançadas devido a
pandemia da COVID-19. Várias medidas foram adotadas para enfrentamento da pandemia, com
adequação do sistema de saúde e no período de março a agosto os procedimentos de coleta de
citopatológico e a mamografia foram contingenciadas, com oferta somente para os casos urgentes.
Mesmo com o retorno gradual da oferta a partir de agosto percebeu-se uma procura reduzida por parte

do usuário e absenteísmo significativo, o que corroborou para o índice abaixo do esperado.

Objetivo Nº 1.3 - Atenção à Saúde do Adulto, Idoso e dos Usuários com Condições Crônicas

[ora gre AN ie] [Erica

      
 
  
 

Proporção de curados |

1. Manter em 90% a proporção de “cr novos de hanseníase!
| 9300 | 90,70 | 9000 | 9090 | 10000 | 90,00 Percentual

cura dos casos novos de hanseníase |
diagnosticados nos anos das coortes |

diagnosticados nos anos
das coortes

Proporção dos casos de
mini tuberculose que

2. Diminuir a taxa de abandono do |, sonaram O 13,10 | 1340 | 1350 | 1160 | 10000 | 12,00 Percentual
tratamento da tuberculose em 30% |
tratamento nos anos
selecionados.

Proporção de idosos com
(classificação de risco
elínico-funcional

 

 

3. Qualificar a política de saúde do

N rfnh 348) - 20,00 - 0,00 20,00 Percentual
idoso no município

 

143
     

Resultado

D rs T %
Ceres PCN] [Eira A E
Icançada

 

4. Aumentar o número de ILPI 'Número de ILPI com plano
filantrópicas de BH com o Projeto deaçõeselaboradose |
Bem Viver implementado implementados

Proporção de centros de

Saúde com a linha de

f

28 100,00 28 Número

 

5. Implantar a linha de cuidado para
atenção integral à saúde da pessoa
idosa na rede de atenção à saúde

cuidado paraatenção | - 2,00 - 0,00 | 20,00 Percentual

integral à saúde da pessoa

idosa implementada

a — Meta alterada para o período 2019 a 2021, em 2018 refere-se ao número de reuniões técnicas realizadas, para os demais anos, proporção
de idosos com classificação de risco clínico-funcional.

b Metas 1.34 € 1.3.5 incluídas em 2020.

Em relação à meta 1.3.3: Qualificar a política de saúde do idoso no município, aponta-se que não foi

alcançada devido ao cenário da pandemia de COVID-19, que levou a redução e até a interrupção dos

atendimentos do Centro Mais Vida.

Já a meta 1.3.5. Implantar a linha de cuidado para atenção integral à saúde da pessoa idosa na rede de
atenção à saúde, de forma similar a anterior, não foi atingida devido ao cenário da pandemia de COVID-

19 o que levou a redução das ações de acompanhamento eletivo, presencial e multiprofissional na APS.

Objetivo Nº 1.4 - Rede de Atenção Psicossocial

   
 
   

EEE

Dic uti [ARTE DAMN PE TE
Icançada

Consultórios de rua

 

 

 

 

Metropolitano Doutor Célio de

Castro

a As metas físicas acrescidas pelo Plenário do CMS-BH ficam condicionadas à captação de recursos adicionais específicos, por meio de esforço
conjunto da gestão, conselhos de saúde, parlamentares e outros órgãos.

1. Implantar consultórios de ruas É - 2 - 0,00 6 | Número
implantados

2. Implantar equipes Equipe complementar 3 Meta concluída 9 Número

complementares implantada

3. Elaborar estudo de

redimensionamento de equipes de

saúde mental na APS, com Estudo entregue [o Meta concluída 1 Número

apresentação ao CMS e

implementação das mudanças

4. Realizar adequações na Unidade lua em pleno

de Acolhimento Infantil para pleno em P pa Meta concluída 1 Número

: funcionamento
funcionamento |
. i | ,

5. Implantar unidades de Unidade implantada po - - - 100,00 2 Número

acolhimento adulto |

6. Implantar leitos clínicos para |

paúde mental no Hospital [e implantados a Meta concluída 10 | Número

No que se refere à meta 1.4.1: Implantar consultórios de rua, foi realizada solicitação ao Ministério da
Saúde de criação de mais quatro Consultórios de Rua, objetivando o recebimento de recursos para custeio
dos consultórios e a SMSA aguarda a publicação da portaria de credenciamento. Também foi realizado
um diagnóstico sobre os locais com maior concentração de população em situação de rua da cidade, de

forma a definir quais regionais receberão as novas equipes.

144
Objetivo Nº 1.5 - Rede de Saúde Bucal

  
 

Sadie] [Eira ER E
Er)

Equipe de Saúde Bucal

       
      

 

1. Implantar equipes de Saúde Bucal | 2 - 15 6 40,00 38 | Número
implantada

2. Aumentar a média de Ação Média de Ação Coletiva de

Coletiva de Escovação Dental Escovação Dental 6,27 9,76 9,77 480 4913 | 9,78 | Índice

Supervisionada Supervisionada
Percentual de tratamentos,
completados em relação à
primeira consulta 67,33 67,50 78,00 72,36 92,77 80,00 Percentual
'odontológica

programática

Número de próteses |
acrílicas ofertadas

5. Ampliar percentual de escolas Percentual de escolas |

 

 
 

3. Ampliar percentual de
tratamentos completados em
relação à primeira consulta
odontológica programática

 

4. Ofertar próteses acrílicas 6346 | 5121 | 8000 | 3223 | 40,29 | 8000 | Número

municipais cobertas com ações de cobertas com ações de
saúde bucal saúde bucal

84,00 | 100,00 | 9000 | 1276 | 1418 | 100,00 Percentual

Em relação às metas 1.5.2: Aumentar a média de Ação Coletiva de Escovação Dental Supervisionada e
1.5.5: Ampliar percentual de escolas municipais cobertas com ações de saúde bucal, aponta-se que não
foram atingidas devido ao fechamento das escolas em virtude da pandemia da COVID-19. Registra-se
ainda que a meta 1.5.5 teve um pequeno percentual devido a utilização de dispositivos digitais, tais como

vídeos de orientação, gravações de oficinas disponibilizadas na plataforma da SMED, dentre outros.

No que se refere às metas 1.5.3: Ampliar percentual de tratamentos completados em relação à primeira

 

consulta odontológica programática e 1.5.4: Ofertar próteses acrílicas, a suspensão dos atendimentos
eletivos em virtude da pandemia da COVID-19 impediu o atingimento das metas, sendo a oferta restrita

às urgências e emergências e os atendimentos dos casos inadiáveis.

Objetivo Nº 1.6 - Assistência Farmacêutica

[ora gre AN ie] [Erica

   

Percentual de

abastecimento de
medicamentos nas
unidades de saúde

1. Ampliaremanter oíndicede |
abastecimento de medicamentos nas

90,15 | 94,00 | 9300 | 9750 | 10000 | 93,00 Percentual
unidades de saúde

 

2. Apresentar mensalmente
indicadores da Assistência Percentual de relatórios
Farmacêutica ao Conselho Municipal apresentados
de Saúde de Belo Horizonte
3. Fornecer os medicamentos da
REMUME nas farmácias das
unidades de saúde, de acordo com o Ste fornecem
perfil de atendimento de cada pnedicamentos da
' REMUME
unidade |
4. Minimizar ocorrência de erros de
medicação a partir da identificação
dos Medicamentos Potencialmente
Perigosos (MPP) padronizados
5. Publicar boletins trimestrais para |
fortalecer e intensificar o programa
de farmacovigilância nas farmácias |
locais das unidades de saúde |
|
[

 

83,33 | 100,00 | 100,00 | 100,00 | 10000 | 100,00 Percentual

|
Percentual de farmácias

100,00 | 100,00 | 100,00 | 100,00 | 100,00 | 100,00 Percentual

|

Porcentagem de MPP
padronizados
devidamente identificados

10,00 | 100,00 | 100,00 | 100,00 | 100,00 | 100,00 Percentual

Percentual de boletins

publicados 50,00 | 75,00 | 100,00 | 100,00 | 100,00 | 100,00 Percentual

 

6. Publicar documento das Diretrizes

tn. anti 1 Meta concluída 1 Número
da Assistência Farmacêutica

 

Documento publicado

145
Resultado

   

 

 

Descrição da Meta DEE
7. Implantar documentos Número de documentos > > 100 > Número
assistenciais, implantados
8. Pr itação d P tual d

Tomouer à eapanitação dos [ercentua! de . 100,00 | 100,00 | 100,00 | 100,00 | 100,00 | 100,00 Percentual
farmacêuticos da rede farmacêuticos capacitados
9. Promover a ampliação e |
aequação da área destinada ao Almoxarifado amplindoe | À . . 100,00 1 | Número
armazenamento de medicamentos adequado
no almoxarifado central |
10. Inaugurar a Farmácia Vivana | í

: Farmácia Viva inaugurada | - - 100,00 1 Número
regional Norte /
11 Garanti q Percentual de Centros de

- garantir à presença de Saúde com farmacêutico | ,00 40,00 3,00 7,50 | 100,00 Percentual
profissionais denívelmédio foe Lo
farmacêuticos de 40 horas semanais |
nas farmácias dos Centros de Percentual de Centros de
Saúde Saúde com profissional | = 35,00 | 40,00 40,00 | 100,00 | 100,00 Percentual

nível médio fixo 40h

 

 

a As metas físicas acrescidas pelo Plenário do CMS-BH ficam condicionadas à captação de recursos adicionais específicos, por meio de esforço
conjunto da gestão, conselhos de saúde, parlamentares e outros órgãos.

Diretriz Nº 2 - Promoção e Vigilância em Saúde

Objetivo Nº 2.1 - Vigilância Sanitária e Ambiental

IRIS f
Dic uti Resultado| “Meta |>915.2021]de medida,
Icançada

1. Fiscalizar sistematicamente as.

unidades de saúde da Rede SUS-BH, |

conforme classificação derisco |

sanitário, em sintonia coma RDC |

153/2017 |

2. Fiscalizar estabelecimentos de alto, |

   

Percentual de unidades de
saúde da Rede SUS-BH |
fiscalizadas, conforme
classificação de risco

21,00 | 90,00 | 100,00 | 100,00 | 95,00 Percentual

  

 

' a Percentual de
risco, conforme planejamento |

estratégico e em sintonia com a ROC [E tbelecimenos dealto | -
153/2017 |

3. Realizar análise das amostras de

 

água para consumo humano quanto Proporção de análises

95,00 | 8000 | 50,00 | 6250 | 90,00 Percentual

|
aos parâmetros coliformes totais, — realizadas
cloro residual livre e turbidez |
4. Elaborar e implantar Plano de |
Gerenciamento de Resíduos de |
Serviços de Saúde (PGRSS) em 50 |
unidades de saúde do SUS-BH |
5. Produzir informação referenteà . Número de relatórios
saúde respiratória das crianças elaborados e publicados

: Na q ada |
menores de cinco anos, frenteàs hos Boletins de Vigilância

doenças e agravos respiratórios em Saúde

Percentual de unidades de
saúde com PGRSS [o 45,00
elaborado e implantado

65,00 | 70,00 | 34,00 | 4857 | 80,00 Percentual
| 60,00 | 74,00 | 100,00 | 100,00 Percentual

 

1 1 - 0,00 4 Número

No caso da meta 2.1.1: Fiscalizar sistematicamente as unidades de saúde da Rede SUS-BH, conforme
classificação de risco sanitário, em sintonia com a RDC 153/2017, foram consideradas as vistorias
realizadas nas UPA e nos centros de saúde para verificação das condições dos consultórios odontológicos

com a finalidade de retomada das atividades odontológicas nas unidades de saúde.

Em relação à meta 2.1.2: Fiscalizar 80% dos estabelecimentos de alto risco, conforme planejamento
estratégico e em sintonia com a RDC 153/2017, foram consideradas todas as solicitações de Alvará de

Autorização Sanitária para estabelecimentos classificados como alto risco, que tiveram, pelo menos, um

146
atendimento realizado no periodo. No ano de 2020 foram recebidas 4.349 solicitações de AAS dos

estabelecimentos de alto risco.

Já para a meta 2.1.3: Realizar análise de, no mínimo, 90% das amostras de água para consumo humano
quanto aos parâmetros coliformes totais, cloro residual livre e turbidez até 2021, registra-se que as coletas
de amostras de água ficaram suspensas de março a agosto devido à pandemia do coronavírus e o não
alcance da meta deu-se pelo período reduzido de coletas ao longo do ano. Registra-se ainda que o

quantitativo mínimo de análises utilizado como referência para cálculo é retirado do SISAGUA.

Destaca-se que em relação à meta 2.1.4: Elaborar e implantar Plano de Gerenciamento de Resíduos de
Serviços de Saúde (PGRSS) em 50 unidades de saúde do SUS-BH, foram elaborados e aprovados 37 Planos
de Gerenciamento de Resíduos Sólidos de Saúde dos novos centros de saúde em implantação pela

concessão administrativa da atenção primária.

Objetivo Nº 2.2 - Vigilância Epidemiológica e Imunização

[ora gre AN ie] [Erica

  

1. Reduzir 10% ao ano a proporção

de óbitos de residentes em Belo

Horizonte, tendo como causa básica

diagnósticos imprecisos (Garbage Proporção de óbitos tendo
Code - GC - óbitos por causas mal como causa básica GC
definidas ou pouco úteis para a

análise e planejamento em Saúde

Pública) nos Hospitais do município.

2. Reduzir a taxa de mortalidade Taxa de óbitos (de 30 a 69
prematura (de 30 a 69 anos) pelo anos) por DCNT

conjunto das quatro principais registrados a cada 100.000
doenças crônicas não transmissíveis habitantes

Percentual de
investigações de doenças

22,81 | 16,80 | 2000 | 4480 0,00 675 Percentual

202,35 | 23611 | 229,80 | 240,26 | 0,00 227,50 | Taxa

3. Investigar e encerrar,
oportunamente, os casos de agravos

= de notificação 85,37 79,23 80,00 82,15 100,00 80,00 Percentual
e doenças de notificação a
e compulsória encerradas
compulsória
oportunamente

4. Ampliar investigação dos casos de Percentual de recém-
recém-nascidos com sífilis congênita nascidos com sífilis

de mães residentes em Belo congênita de mães 52,60 | 7820 | 8500 | 8560 100,00 | 90,00 Percentual
Horizonte, nascidos nas residentes em Belo
maternidades do SUS-BH Horizonte investigados

; ; Percentual de crianças
5. Vacinar 95% das crianças menores 6
menores de um ano

de um ano com a vacina : : 8856 | 8320 | 95,00 | 9940 | 10000 | 95,00 Percentual
vacinadas com a vacina
Pentavalente

Pentavalente
6. Monitorar e analisar o perfil dos
acidentes de trânsito fatais e graves
em Belo Horizonte, produzindo e
divulgando relatórios
7. Monitorar e investigar os surtos Percentual de surtos de
de doenças transmissíveis e demais doenças transmissíveis e
emergências em saúde pública por demais emergências em
meio do CIEVS saúde pública investigados
8. Realizar análise de situação de
saúde e divulgar boletins
informativos quadrimestralmente Boletins divulgados 3 3 3 3 100,00 | 12 Número
aos gestores, profissionais e
população em geral

Relatórios divulgados 1 2 2 1 50,00 2 Número

100,00 | 100,00 | 100,00 | 100,00 | 100,00 | 100,00 Percentual

147
No caso da meta 2.2.1: Reduzir 10% ao ano a proporção de óbitos de residentes em Belo Horizonte, tendo
como causa básica diagnósticos imprecisos (Garbage Code - GC - óbitos por causas mal definidas ou pouco
úteis para a análise e planejamento em Saúde Pública) nos Hospitais do município, aponta-se que precisa
de revisão, já que a relação de Garbage Code utilizados para selecionar os óbitos hospitalares a serem

investigados, foi atualizada pelo Ministério da Saúde, o que impacta o numerador.

No que se refee à meta 2.2.2: Reduzir a taxa de mortalidade prematura (de 30 a 69 anos) pelo conjunto
das quatro principais doenças crônicas não transmissíveis para 2020, seu resultado é parcial, sujeito a
alterações, e aponta-se que uma de suas ações, que se refere à análise e divulgação de morbimortalidade

e de inquéritos populacionais por DCNT, foi prejudicada devido à situação epidemiológica de COVID-19.

