Contratada,"Nº Processo","Tipo de contrato","Tipo de processo","Data do Ateste","Data do Pagamento","Nº Empenho","Tipo Rubrica",PTRES,"Nº Ordem Bancária",Justificativa,Tema,"IDN Nota Fiscal","Nº Nota Fiscal","Valor bruto da contratada","Valor líquido da contratada","Veículo / Fornecedor","Valor bruto do fornecedor","Valor líquido do fornecedor","Nome fantasia do veículo","Grupo / Editora",Meios,"Tipo da praça de veiculação","Praças de Veiculação"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338448,17470,63289.95,61845.94,"27.865.757/0025-71 / GLOBO COMUNICACAO E PARTICIPACOES S/A",53296.8,48260.25,GLOBO,GLOBO,Televisão,Estadual,"DISTRITO FEDERAL"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338447,17469,5498.21,5372.76,"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA",4630.08,4192.54,"RECORD - ARACAJU - SE - PROGRAMAS LOCAIS",RECORD,Televisão,Regional,"ARACAJU - SE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338446,17468,31920,31191.72,"61.413.092/0001-26 / TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA",26880,24339.84,"REDE VIDA",,Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338445,17467,30511.81,29815.66,"50.016.039/0013-09 / FUNDACAO JOAO PAULO II",25694.18,25694.18,"TV CANÇAO NOVA","CANÇÃO NOVA",Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338444,17466,29173.48,28507.86,"00.564.475/0001-00 / FUNDACAO JOSE DE PAIVA NETTO",24567.16,24567.16,"TV BOA VONTADE","BOA VONTADE",Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338442,17464,45575.68,44535.83,"60.628.922/0001-70 / RADIO PANAMERICANA S A",38379.52,34752.66,"JOVEM PAN FM SAO PAULO","JOVEM PAM",Rádio,Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338441,17463,26552.5,25946.68,"35.790.070/0001-75 / RADIO MONTE DA GAVEA LTDA",22360,20246.98,"RADIO JB FM",,Rádio,Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338440,17462,13483.73,13176.09,"04.182.694/0001-86 / RADIO BANDNEWS FM DO RIO DE JANEIRO S.A",11354.72,10281.7,"BAND NEWS FM - RIO DE JANEIRO/RJ",BAND,Rádio,Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338439,17461,3420,3341.97,"09.045.758/0004-63 / TV E RADIO JORNAL DO COMMERCIO LTDA",2880,2607.84,"RADIO JORNAL DO COMMERCIO AM/FM",,Rádio,Regional,"RECIFE - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338279,17422,11735.35,11467.6,"54.065.370/0003-06 / TV STUDIOS DE BRASILIA LTDA",9882.4,8948.51,SBT,SBT,Televisão,Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018952/2020-19,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800942,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338242,17419,12184.89,11906.88,"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A",10260.96,9291.3,"SBT - LAGES",SBT,Televisão,Regional,"LAGES - SC"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338452,17475,4135.23,4040.88,"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA",3482.3,3153.22,"RECORD - PAJUÇARA - MACEIÓ - AL - PROGRAMAS LOCAIS",RECORD,Televisão,Regional,"MACEIO - AL"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338583,17506,50342.4,49193.8,"33.267.741/0001-92 / SOCIEDADE ANONIMA RADIO TUPI",42393.6,38387.4,"SUPER RADIO TUPI","DIÁRIOS ASSOCIADOS",Rádio,Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338582,17505,4261.13,4163.91,"11.849.746/0001-90 / DEL REY RADIODIFUSAO LTDA",3588.32,3249.22,"Rádio 98FM",,Rádio,Regional,"BELO HORIZONTE - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338469,17486,6095.39,5956.32,"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A",5132.96,4647.9,"SBT - CIDADE VERDE",SBT,Televisão,Regional,"TERESINA - PI"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338466,17485,8648.72,8451.39,"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA",7283.14,6594.88,"RECORD - TERESINA - PROGRAMAÇÃO LOCAL",RECORD,Televisão,Regional,"TERESINA - PI"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338464,17484,287839.49,281272.2,"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A",242391.17,219485.2,"RECORD - SÃO PAULO",RECORD,Televisão,Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338463,17483,5394.07,5271.01,"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA",4542.38,4113.13,"RECORD - CIDADE - SÃO LUIS - MA -  PROGRAMAS LOCAIS",RECORD,Televisão,Regional,"SAO LUIS - MA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338461,17482,26879.49,26266.21,"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A",22635.36,20496.32,"SBT - ARATU",SBT,Televisão,Regional,"SALVADOR - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338460,17481,35360.56,34553.78,"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA",29777.33,26963.37,"RECORD - BAHIA - PROGRAMAS LOCAIS",RECORD,Televisão,Regional,"SALVADOR - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338459,17480,69895.3,68300.58,"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A",58859.2,53297.01,"GLOBO - BAHIA",GLOBO,Televisão,Regional,"SALVADOR - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338458,17479,55266.63,54005.67,"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A",46540.32,42142.26,SBT,SBT,Televisão,Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338456,17478,28834.93,28177.04,"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA",24282.05,21987.4,"RECORD - TRIBUNA - RECIFE - PE - PROGRAMAS LOCAIS",RECORD,Televisão,Regional,"RECIFE - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338455,17477,38443.65,37566.53,"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA",32373.6,29314.29,"RECORD RS - PORTO ALEGRE - RS - PROGRAMAS LOCAIS",RECORD,Televisão,Regional,"PORTO ALEGRE - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018953/2020-55,Publicidade,Midia,2020/11/16,2020/11/27,2020NE800109,Institucional,185368,2020OB800939,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito - Novo Empenho",338453,17476,10333.15,10097.39,"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A",8701.6,7879.3,"SBT - PONTA NEGRA",SBT,Televisão,Regional,"NATAL - RN"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018966/2020-24,Publicidade,Produção,2020/11/11,2020/11/27,2020NE800104,Institucional,172312,2020OB800938,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito",338379,17451,20000,20000,"32.311.320/0001-59 / PUNCH FILMES EIRELI",20000,18110,,,"AUDIO E VIDEO - EDICAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.018966/2020-24,Publicidade,Produção,2020/11/11,2020/11/27,2020NE800104,Institucional,172312,2020OB800938,"Recurso financeiro recebido do Fundo Nacional de Segurança e Educação de Trânsito","Semana Nacional do Trânsito",338380,17452,7240,7240,"32.311.320/0001-59 / PUNCH FILMES EIRELI",7240,6555.82,,,"AUDIO E VIDEO - REDUCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014200/2020-71,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800003,Institucional,168501,2020OB800905,,"MATERIAIS INSTITUCIONAIS 2020",336239,16943,207,205.99,"11.365.995/0001-00 / INOVE SINALIZACAO E COMUNICACAO VISUAL EIRELI",200,200,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014208/2020-37,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800094,Institucional,168501,2020OB800906,,"Materiais Institucionais 2020 - PÓS-PRORROGAÇÃO CONTRATUAL",337101,17113,1449,1441.92,"11.365.995/0001-00 / INOVE SINALIZACAO E COMUNICACAO VISUAL EIRELI",1400,1400,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014208/2020-37,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800003,Institucional,168501,2020OB800906,,"MATERIAIS INSTITUCIONAIS 2020",336742,17055,3622.5,3604.79,"68.425.628/0001-72 / NEOBAND SOLUCOES GRAFICAS EIRELI",3500,3169.25,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014208/2020-37,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800094,Institucional,168501,2020OB800906,,"Materiais Institucionais 2020 - PÓS-PRORROGAÇÃO CONTRATUAL",336682,17050,313.09,311.56,"11.365.995/0001-00 / INOVE SINALIZACAO E COMUNICACAO VISUAL EIRELI",302.5,302.5,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014208/2020-37,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800094,Institucional,168501,2020OB800906,,"Materiais Institucionais 2020 - PÓS-PRORROGAÇÃO CONTRATUAL",336681,17049,284.63,283.24,"11.365.995/0001-00 / INOVE SINALIZACAO E COMUNICACAO VISUAL EIRELI",275,275,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014208/2020-37,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800094,Institucional,168501,2020OB800906,,"Materiais Institucionais 2020 - PÓS-PRORROGAÇÃO CONTRATUAL",336680,17048,3073.95,3058.93,"11.365.995/0001-00 / INOVE SINALIZACAO E COMUNICACAO VISUAL EIRELI",2970,2970,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014208/2020-37,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800094,Institucional,168501,2020OB800906,,"Materiais Institucionais 2020 - PÓS-PRORROGAÇÃO CONTRATUAL",336679,17047,2794.5,2780.84,"11.365.995/0001-00 / INOVE SINALIZACAO E COMUNICACAO VISUAL EIRELI",2700,2700,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014208/2020-37,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800094,Institucional,168501,2020OB800906,,"Materiais Institucionais 2020 - PÓS-PRORROGAÇÃO CONTRATUAL",337105,17116,1075.88,1070.62,"11.365.995/0001-00 / INOVE SINALIZACAO E COMUNICACAO VISUAL EIRELI",1039.5,1039.5,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014208/2020-37,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800094,Institucional,168501,2020OB800906,,"Materiais Institucionais 2020 - PÓS-PRORROGAÇÃO CONTRATUAL",337103,17115,978.08,973.3,"11.365.995/0001-00 / INOVE SINALIZACAO E COMUNICACAO VISUAL EIRELI",945,945,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014208/2020-37,Publicidade,Produção,2020/10/13,2020/11/24,2020NE800094,Institucional,168501,2020OB800906,,"Materiais Institucionais 2020 - PÓS-PRORROGAÇÃO CONTRATUAL",337102,17114,1593.9,1586.11,"11.365.995/0001-00 / INOVE SINALIZACAO E COMUNICACAO VISUAL EIRELI",1540,1540,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.017884/2020-62,Publicidade,Midia,2020/10/28,2020/11/24,2018NE800190,Institucional,107783,2020OB800922,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",338061,17358,3890.25,3801.49,"07.111.691/0001-40 / CINEMATOGRAFICA YUJIMARS LTDA",3276,3276,GUION,,Cinema,Regional,"PORTO ALEGRE - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.017886/2020-51,Publicidade,Midia,2020/10/28,2020/11/24,2020NE800103,Institucional,168501,2020OB800923,,"Povo Heroico - Ação de divulgação publicitária",338062,17359,64790,63311.76,"23.484.682/0001-50 / GUBES SERVICOS TECNOLOGICOS LTDA",54560,49404.08,"HIGHLINE COMUNICAÇÃO - DIGITAL",,"Mídia Exterior Digital",Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.017886/2020-51,Publicidade,Midia,2020/10/28,2020/11/24,2020NE800103,Institucional,168501,2020OB800923,,"Povo Heroico - Ação de divulgação publicitária",338179,17380,29142.96,28478.04,"15.734.422/0001-68 / TV MINUTO BRASILIA S/A",24541.44,22222.27,"TV MINUTO",BAND,"Mídia Exterior Digital",Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.017886/2020-51,Publicidade,Midia,2020/10/28,2020/11/24,2020NE800103,Institucional,168501,2020OB800923,,"Povo Heroico - Ação de divulgação publicitária",338066,17362,15190.5,14843.91,"12.955.024/0001-83 / IMPACTA MIDIA LTDA",12792,11583.16,IMPACTA,,"Mídia Exterior Digital",Regional,"RECIFE - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.017886/2020-51,Publicidade,Midia,2020/10/28,2020/11/24,2020NE800103,Institucional,168501,2020OB800923,,"Povo Heroico - Ação de divulgação publicitária",338065,17361,3038.1,2968.78,"12.955.024/0001-83 / IMPACTA MIDIA LTDA",2558.4,2316.63,IMPACTA,,"Mídia Exterior Digital",Regional,"MANAUS - AM"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.017886/2020-51,Publicidade,Midia,2020/10/28,2020/11/24,2020NE800103,Institucional,168501,2020OB800923,,"Povo Heroico - Ação de divulgação publicitária",338064,17360,10633.35,10390.74,"12.955.024/0001-83 / IMPACTA MIDIA LTDA",8954.4,8108.21,IMPACTA,,"Mídia Exterior Digital",Regional,"FORTALEZA - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.017893/2020-53,Publicidade,Produção,2020/10/28,2020/11/24,2020NE800103,Institucional,168501,2020OB800925,,"Povo Heroico - Ação de divulgação publicitária",338243,17420,17790.5,17790.5,"36.938.159/0001-07 / REDUTO DIGITAL SERVICOS DE COMUNICACAO MULTIMIDIA LTDA",17790.5,17790.5,,,"AUDIO E VIDEO - PRODUCAO / GRAVACAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.017893/2020-53,Publicidade,Produção,2020/10/28,2020/11/24,2020NE800103,Institucional,168501,2020OB800925,,"Povo Heroico - Ação de divulgação publicitária",338244,17421,6900,6900,"36.938.159/0001-07 / REDUTO DIGITAL SERVICOS DE COMUNICACAO MULTIMIDIA LTDA",6900,6900,,,"AUDIO E VIDEO - REDUCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.002031/2020-03,Publicidade,Midia,2020/09/10,2020/11/20,2017NE800246,Institucional,107783,2020OB800862,,"Campanha de Fim de Ano",335919,16919,6417.63,6271.2,"60.509.072/0001-90 / RADIO AMERICA S A",5404.32,4893.61,"RÁDIO AMERICA,RÁDIO CANÇÃO NOVA AM - SÃO PAULO/SP","CANÇÃO NOVA",Rádio,Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.002032/2020-40,Publicidade,Midia,2020/09/10,2020/11/20,2018NE800190,Institucional,107783,2020OB800863,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",335920,16920,735.49,718.71,"03.805.370/0001-94 / SISTEMA LIBERDADE DE COMUNICACAO LTDA",619.36,619.36,"SOMZOOM - 98,5 FM",,Rádio,Regional,"RUSSAS - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014009/2020-29,Publicidade,Midia,2020/10/13,2020/11/20,2017NE800314,Institucional,107783,2020OB800880,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",336219,16936,1356.6,1325.65,"46.997.011/0001-99 / SOM LIDER RADIO REGIONAL LTDA",1142.4,1142.4,"REGIONAL AM",,Rádio,Regional,"PALMITAL - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014010/2020-53,Publicidade,Midia,2020/10/13,2020/11/20,2018NE800190,Institucional,107783,2020OB800881,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",336220,16937,633.08,618.63,"14.202.033/0001-29 / RADIO CANYON LTDA",533.12,533.12,"PLACAR AM",,Rádio,Regional,"ORTIGUEIRA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014011/2020-06,Publicidade,Midia,2020/10/13,2020/11/20,2018NE800219,"Utilidade Pública",109684,2020OB800882,,"Programa Nacional de Imunização - PNI",305664,9917,26600,25993.1,"27.540.411/0001-26 / C DOOR SERVICOS DE COMUNICACAO E PUBLICIDADE LTDA",22400,22400,"COMUNIDADE DOOR",,"Mídia Exterior",Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014011/2020-06,Publicidade,Midia,2020/10/13,2020/11/20,2018NE800219,"Utilidade Pública",109684,2020OB800882,,"Programa Nacional de Imunização - PNI",305693,9946,29925,29242.24,"27.540.411/0001-26 / C DOOR SERVICOS DE COMUNICACAO E PUBLICIDADE LTDA",25200,25200,"COMUNIDADE DOOR",,"Mídia Exterior",Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014011/2020-06,Publicidade,Midia,2020/10/13,2020/11/20,2018NE800219,"Utilidade Pública",109684,2020OB800882,,"Programa Nacional de Imunização - PNI",305690,9943,23275,22743.96,"27.540.411/0001-26 / C DOOR SERVICOS DE COMUNICACAO E PUBLICIDADE LTDA",19600,19600,"COMUNIDADE DOOR",,"Mídia Exterior",Regional,"BELEM - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014165/2020-90,Publicidade,Midia,2020/10/13,2020/11/20,2018NE800190,Institucional,107783,2020OB800903,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",311340,11979,3890.25,3801.49,"04.969.463/0006-21 / CINEMA ARTEPLEX LTDA.",3276,2966.42,"ESPAÇO ITAÚ DE CINEMA - BOTAFOGO (EX FITMEDIA)",,Cinema,Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014165/2020-90,Publicidade,Midia,2020/10/13,2020/11/20,2018NE800190,Institucional,107783,2020OB800903,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",337326,17126,1327.26,1296.98,"04.832.721/0001-19 / TELEVISAO LIBERAL SA",1117.7,1012.08,"RÁDIO LIBERAL FM",ORM,Rádio,Regional,"BELEM - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014165/2020-90,Publicidade,Midia,2020/10/13,2020/11/20,2018NE800190,Institucional,107783,2020OB800903,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",311342,11981,3890.25,3801.49,"08.658.141/0001-08 / CINEARTE POMPEIA LTDA.",3276,3276,"ESPAÇO ITAÚ DE CINEMA - POMPÉIA (EX FITMEDIA)",,Cinema,Regional,"SAO PAULO - SP"
