Período,"Quantidade de Pagamentos servidores em atividade","Situação Funcional","Sigla Carreira","Nome Carreira","Valor de Despesa de Pessoal sem encargos patronais","Valor de Despesa de Pessoal com encargos patronais"
2020/08/01,120,Efetivo,MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",1691830.9800000004,2029262.1299999997
2020/08/01,656,Efetivo,TGS,"TECNICO DE GESTAO DA SAUDE",1800420.6300000034,2311671.129999998
2020/08/01,122,Efetivo,MP,"MEDICO PERITO",697955.39,849071.4300000002
2020/08/01,186,"Contrato Temporário",ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",453975.3499999998,552272.46
2020/08/01,464,Efetivo,ANSS,"ANALISTA DE SEGURIDADE SOCIAL",2337246.400000001,2873566.0299999984
2020/08/01,94,Efetivo,MEDUN,"MEDICO UNIVERSITARIO",533112.0499999998,634637.4400000001
2020/08/01,5192,Efetivo,PENF,"PROFISSIONAL DE ENFERMAGEM",17882639.900000006,21511658.460000005
2020/08/01,268,Efetivo,AST,"ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA",2124601.8899999997,2548324.5100000007
2020/08/01,594,Efetivo,TSS,"TECNICO DE SEGURIDADE SOCIAL",1505618.8199999998,1812896.1300000004
2020/08/01,976,Efetivo,AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",5839649.260000004,7052599.399999998
2020/08/01,604,"Contrato Temporário",TOS,"TECNICO OPERACIONAL DA SAUDE",1245388.6300000001,1539917.4400000009
2020/08/01,142,"Contrato Temporário",TUS,"TECNICO UNIVERSITARIO DA SAUDE",248101.42999999988,302140.88
2020/08/01,447,Efetivo,MAGAS,"MEDICO DA AREA DE GESTAO E ATENCAO A SAUDE",3111793.9600000037,3832008.3400000012
2020/08/01,991,Efetivo,AUSS,"AUXILIAR DE SEGURIDADE SOCIAL",3383283.13,4205491.25
2020/08/01,1840,Efetivo,TOS,"TECNICO OPERACIONAL DA SAUDE",5356138.940000006,6444923.98
2020/08/01,462,Efetivo,TUS,"TECNICO UNIVERSITARIO DA SAUDE",1375857.2299999997,1601823.419999999
2020/08/01,385,Efetivo,TST,"TECNICO DE SAUDE E TECNOLOGIA",1370146.2399999995,1598325.38
2020/08/01,313,Efetivo,TAS,"TECNICO DE ATENCAO A SAUDE",1079099.8900000008,1418625.0399999993
2020/08/01,433,Efetivo,ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",1628781.2999999996,1911327.7700000007
2020/08/01,200,Efetivo,ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",1265554.5599999998,1491937.7100000002
2020/08/01,69,"Contrato Temporário",AUS,"ANALISTA UNIVERSITARIO DA SAUDE",191861.61000000002,233159.20000000013
2020/08/01,3,"Contrato Temporário",AST,"ANALISTA DE SAUDE E TECNOLOGIA",11412.85,13866.609999999999
2020/08/01,11,"Contrato Temporário",TST,"TECNICO DE SAUDE E TECNOLOGIA",23239.11,28368.139999999996
2020/08/01,58,"Contrato Temporário",ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",232176.95000000007,280765.4399999999
2020/08/01,2,"Contrato Temporário",MP,"MEDICO PERITO",9392.400000000001,11439.880000000001
2020/08/01,635,"Contrato Temporário",MEDRE,"MEDICO RESIDENTE",2104387.7,2525252.760000009
2020/08/01,50,Efetivo,AUST,"AUXILIAR DE SAUDE E TECNOLOGIA",188373.22000000006,237936.71000000005
2020/09/01,461,Efetivo,TUS,"TECNICO UNIVERSITARIO DA SAUDE",1366654.3399999992,1592892.9999999998
2020/09/01,50,Efetivo,AUST,"AUXILIAR DE SAUDE E TECNOLOGIA",189454.99,239754.53000000003
2020/09/01,649,Efetivo,TGS,"TECNICO DE GESTAO DA SAUDE",1792298.510000003,2297237.1299999985
2020/09/01,328,Efetivo,MEDSS,"MEDICO DA AREA DE SEGURIDADE SOCIAL",3818282.5699999994,4556230.410000003
2020/09/01,990,Efetivo,AUSS,"AUXILIAR DE SEGURIDADE SOCIAL",3399104.7400000026,4226850.819999995
2020/09/01,4,"Contrato Temporário",AST,"ANALISTA DE SAUDE E TECNOLOGIA",18104.85,21997.41
2020/09/01,5186,Efetivo,PENF,"PROFISSIONAL DE ENFERMAGEM",17880983.67999998,21519417.370000046
2020/09/01,15,Efetivo,TEPS,"TECNICO EM EDUCACAO E PESQUISA EM SAUDE",36305.01999999999,44596.53999999999
2020/09/01,605,"Contrato Temporário",TOS,"TECNICO OPERACIONAL DA SAUDE",1310081.9100000013,1619499.5399999986
2020/09/01,235,Efetivo,AAS,"ANALISTA DE ATENCAO A SAUDE",1122453.5900000005,1458807.1500000004
2020/09/01,409,Efetivo,AUAS,"AUXILIAR DE APOIO DA SAUDE",1432942.7800000005,1840155.889999998
2020/09/01,463,Efetivo,ANSS,"ANALISTA DE SEGURIDADE SOCIAL",2388319.4999999986,2926294.1799999983
2020/09/01,80,"Contrato Temporário",AUS,"ANALISTA UNIVERSITARIO DA SAUDE",197604.36000000016,240324.82000000004
2020/09/01,200,Efetivo,ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",1281955.1200000008,1510343.6499999997
2020/09/01,704,Efetivo,AUGAS,"AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE",1668267.1100000008,2150412.04
2020/09/01,1839,Efetivo,TOS,"TECNICO OPERACIONAL DA SAUDE",5349716.030000002,6441326.210000001
2020/09/01,1341,"Contrato Temporário",PENF,"PROFISSIONAL DE ENFERMAGEM",4061884.0299999965,5007236.849999999
2020/09/01,268,Efetivo,AST,"ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA",2129235.91,2555606.8099999996
2020/09/01,120,Efetivo,MP,"MEDICO PERITO",687597.3200000002,836798.3700000002
2020/09/01,592,Efetivo,TSS,"TECNICO DE SEGURIDADE SOCIAL",1513030.1699999988,1819670.3699999994
2020/09/01,186,"Contrato Temporário",ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",457172.87000000046,555568.4099999998
2020/09/01,385,Efetivo,TST,"TECNICO DE SAUDE E TECNOLOGIA",1381952.33,1610966.7800000005
2020/09/01,173,"Contrato Temporário",TUS,"TECNICO UNIVERSITARIO DA SAUDE",241706.50999999983,294315.4500000002
2020/09/01,54,Efetivo,MADS,"MEDICO DA AREA DE DEFESA SOCIAL",623898.7599999999,714613.5
2020/09/01,1443,Efetivo,MED,MEDICO,16610194.57999999,19762009.930000015
2020/09/01,57,"Contrato Temporário",ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",232451.33000000002,281212.35000000003
2020/09/01,433,Efetivo,ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",1643610.2799999993,1926978.1900000004
2020/09/01,20,"Contrato Temporário",MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",148446.34,178772.71999999997
2020/09/01,136,Efetivo,AUS,"ANALISTA UNIVERSITARIO DA SAUDE",604356.5299999999,696102.1900000002
2020/09/01,633,"Contrato Temporário",MEDRE,"MEDICO RESIDENTE",2098170.899999999,2517807.600000009
2020/09/01,973,Efetivo,AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",5932758.340000008,7150055.350000007
2020/09/01,56,Efetivo,AEPS,"ANALISTA EM EDUCACAO E PESQUISA EM SAUDE",382641.35000000003,465613.1600000001
2020/09/01,299,Efetivo,TAS,"TECNICO DE ATENCAO A SAUDE",1043567.2300000004,1372878.6199999999
2020/09/01,52,"Contrato Temporário",MADS,"MEDICO DA AREA DE DEFESA SOCIAL",357862.5599999998,443209.7199999997
2020/09/01,95,Efetivo,MEDUN,"MEDICO UNIVERSITARIO",537487.9399999998,639391.1699999999
2020/09/01,12,"Contrato Temporário",TST,"TECNICO DE SAUDE E TECNOLOGIA",32466.449999999997,39660.689999999995
2020/09/01,22,Efetivo,AUHH,"AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA",93731.19,119428.92
2020/09/01,119,Efetivo,MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",1733648.7299999997,2068184.6300000001
2020/09/01,1367,Efetivo,EPGS,"ESPECIALISTA EM POLITICAS E GESTAO DA SAUDE",8560410.250000011,10457624.069999984
2020/09/01,2,"Contrato Temporário",MP,"MEDICO PERITO",9392.400000000001,11439.880000000001
2020/09/01,444,Efetivo,MAGAS,"MEDICO DA AREA DE GESTAO E ATENCAO A SAUDE",3137076.950000001,3851828.469999998
2020/09/01,372,"Contrato Temporário",AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",1747707,2147862.5699999994
2020/09/01,948,"Contrato Temporário",MED,MEDICO,7864082.729999997,9632201.27
2020/10/01,119,Efetivo,MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",1714031.4200000002,2051134.0200000005
2020/10/01,4,"Contrato Temporário",AST,"ANALISTA DE SAUDE E TECNOLOGIA",17989.370000000003,21857.1
2020/10/01,51,"Contrato Temporário",MADS,"MEDICO DA AREA DE DEFESA SOCIAL",342085.3499999998,427447.41999999975
2020/10/01,1433,Efetivo,MED,MEDICO,16700437.159999989,19875156.179999996
2020/10/01,232,Efetivo,AAS,"ANALISTA DE ATENCAO A SAUDE",1097599.6500000008,1430675.8299999998
2020/10/01,329,Efetivo,MEDSS,"MEDICO DA AREA DE SEGURIDADE SOCIAL",4016427.670000001,4761307.869999998
2020/10/01,988,Efetivo,AUSS,"AUXILIAR DE SEGURIDADE SOCIAL",3388364.1600000006,4211350.079999998
2020/10/01,2,"Contrato Temporário",MP,"MEDICO PERITO",9392.400000000001,11439.880000000001
2020/10/01,432,Efetivo,ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",1658755.9400000006,1942391.219999998
2020/10/01,12,"Contrato Temporário",TST,"TECNICO DE SAUDE E TECNOLOGIA",30495.460000000003,37222.74
2020/10/01,54,"Contrato Temporário",ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",225157.30999999982,272386.85999999987
2020/10/01,920,"Contrato Temporário",MED,MEDICO,7072649.970000001,8670143.270000001
2020/10/01,54,Efetivo,MADS,"MEDICO DA AREA DE DEFESA SOCIAL",622001.0100000001,713854.1899999998
2020/10/01,384,Efetivo,TST,"TECNICO DE SAUDE E TECNOLOGIA",1382971.64,1613204.8699999992
2020/10/01,120,Efetivo,MP,"MEDICO PERITO",690538.9899999998,839997.8500000002
2020/10/01,632,"Contrato Temporário",MEDRE,"MEDICO RESIDENTE",2094840.4699999972,2513811.0700000087
2020/10/01,181,"Contrato Temporário",TUS,"TECNICO UNIVERSITARIO DA SAUDE",236740.40000000005,292146.1399999999
2020/10/01,461,Efetivo,TUS,"TECNICO UNIVERSITARIO DA SAUDE",1270491.739999999,1496680.150000001
2020/10/01,698,Efetivo,AUGAS,"AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE",1664445.3999999997,2142841.4200000004
2020/10/01,22,Efetivo,AUHH,"AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA",93838.10999999999,119561.22
2020/10/01,647,Efetivo,TGS,"TECNICO DE GESTAO DA SAUDE",1791594.1400000039,2295784.1099999994
2020/10/01,460,Efetivo,ANSS,"ANALISTA DE SEGURIDADE SOCIAL",2365391.7600000007,2896511.1399999983
2020/10/01,1297,"Contrato Temporário",PENF,"PROFISSIONAL DE ENFERMAGEM",3827128.479999997,4718115.739999995
2020/10/01,5167,Efetivo,PENF,"PROFISSIONAL DE ENFERMAGEM",17934235.419999998,21613959.27999999
2020/10/01,266,Efetivo,AST,"ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA",2142719.69,2570448.3200000008
2020/10/01,970,Efetivo,AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",5891644.720000008,7123309.070000006
2020/10/01,15,Efetivo,TEPS,"TECNICO EM EDUCACAO E PESQUISA EM SAUDE",36629.130000000005,44996.38
2020/10/01,596,"Contrato Temporário",TOS,"TECNICO OPERACIONAL DA SAUDE",1226737.8199999991,1516905.6000000003
2020/10/01,95,Efetivo,MEDUN,"MEDICO UNIVERSITARIO",544790.73,646445.6700000003
2020/10/01,358,"Contrato Temporário",AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",1618755.1200000008,1989130.4400000006
2020/10/01,405,Efetivo,AUAS,"AUXILIAR DE APOIO DA SAUDE",1453902.3999999992,1865145.3300000005
2020/10/01,200,Efetivo,ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",1293596.3400000005,1524387.98
2020/10/01,55,Efetivo,AEPS,"ANALISTA EM EDUCACAO E PESQUISA EM SAUDE",380218.86000000004,462586.2599999999
2020/10/01,1835,Efetivo,TOS,"TECNICO OPERACIONAL DA SAUDE",5413379.850000002,6523067.499999998
2020/10/01,91,"Contrato Temporário",AUS,"ANALISTA UNIVERSITARIO DA SAUDE",216737.25999999998,264869.48
2020/10/01,20,"Contrato Temporário",MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",170305.86,205326.64
2020/10/01,50,Efetivo,AUST,"AUXILIAR DE SAUDE E TECNOLOGIA",191976.91999999998,242268.66999999995
2020/10/01,184,"Contrato Temporário",ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",463457.9900000003,563252.1600000004
2020/10/01,294,Efetivo,TAS,"TECNICO DE ATENCAO A SAUDE",1023354.1399999999,1347866.16
2020/10/01,591,Efetivo,TSS,"TECNICO DE SEGURIDADE SOCIAL",1523889.5700000005,1835409.9700000004
2020/10/01,1359,Efetivo,EPGS,"ESPECIALISTA EM POLITICAS E GESTAO DA SAUDE",8485490.980000004,10359340.840000007
2020/10/01,136,Efetivo,AUS,"ANALISTA UNIVERSITARIO DA SAUDE",600697.7699999999,692739.4700000001
2020/10/01,439,Efetivo,MAGAS,"MEDICO DA AREA DE GESTAO E ATENCAO A SAUDE",3093681.2500000014,3803302.320000001
2020/11/01,1430,Efetivo,MED,MEDICO,17552344.779999997,20707627.150000025
2020/11/01,56,"Contrato Temporário",ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",221995.5,268875.88999999996
2020/11/01,986,Efetivo,AUSS,"AUXILIAR DE SEGURIDADE SOCIAL",3411633.6100000017,4241124.810000001
2020/11/01,54,Efetivo,MADS,"MEDICO DA AREA DE DEFESA SOCIAL",600950.5300000001,693056.8399999997
2020/11/01,431,Efetivo,ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",1544900.61,1827080.5200000005
2020/11/01,200,Efetivo,ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",1211866.200000001,1442502.0200000003
2020/11/01,384,Efetivo,TST,"TECNICO DE SAUDE E TECNOLOGIA",1457726.33,1688069.19
2020/11/01,294,Efetivo,TAS,"TECNICO DE ATENCAO A SAUDE",1033399.0500000003,1361252.490000001
2020/11/01,55,Efetivo,AEPS,"ANALISTA EM EDUCACAO E PESQUISA EM SAUDE",371140.37,453507.75999999995
2020/11/01,631,"Contrato Temporário",MEDRE,"MEDICO RESIDENTE",2089622.8000000005,2507549.8600000087
2020/11/01,614,"Contrato Temporário",TOS,"TECNICO OPERACIONAL DA SAUDE",1387186.6199999994,1717468.74
2020/11/01,120,Efetivo,MP,"MEDICO PERITO",704221.5499999996,853716.42
2020/11/01,692,Efetivo,AUGAS,"AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE",1647313.199999999,2126176.230000001
2020/11/01,25,"Contrato Temporário",EPGS,"ESPECIALISTA EM POLITICAS E GESTAO DA SAUDE",77149.72,93652.4
2020/11/01,5163,Efetivo,PENF,"PROFISSIONAL DE ENFERMAGEM",19023056.95,22698234.78999999
2020/11/01,458,Efetivo,ANSS,"ANALISTA DE SEGURIDADE SOCIAL",2334321.5699999975,2860682.8700000034
2020/11/01,4,"Contrato Temporário",MP,"MEDICO PERITO",18121.3,22071.62
2020/11/01,589,Efetivo,TSS,"TECNICO DE SEGURIDADE SOCIAL",1540890.9600000007,1852108.3900000006
2020/11/01,1358,Efetivo,EPGS,"ESPECIALISTA EM POLITICAS E GESTAO DA SAUDE",8439918.830000002,10319326.370000001
2020/11/01,404,Efetivo,AUAS,"AUXILIAR DE APOIO DA SAUDE",1498382.3199999996,1910079.7900000003
2020/11/01,266,Efetivo,AST,"ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA",2192566.07,2622200.93
2020/11/01,183,"Contrato Temporário",TUS,"TECNICO UNIVERSITARIO DA SAUDE",255091.5300000001,313784.88999999984
2020/11/01,184,"Contrato Temporário",ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",430493.2300000001,522961.8299999998
2020/11/01,1329,"Contrato Temporário",PENF,"PROFISSIONAL DE ENFERMAGEM",4224096.199999998,5212648.489999993
2020/11/01,1835,Efetivo,TOS,"TECNICO OPERACIONAL DA SAUDE",5911177.879999992,7022445.100000002
2020/11/01,4,"Contrato Temporário",AST,"ANALISTA DE SAUDE E TECNOLOGIA",18873.08,22930.79
2020/11/01,93,"Contrato Temporário",AUS,"ANALISTA UNIVERSITARIO DA SAUDE",236904.71000000005,289451.87999999995
2020/11/01,329,Efetivo,MEDSS,"MEDICO DA AREA DE SEGURIDADE SOCIAL",3960141.15,4703736.190000002
2020/11/01,50,Efetivo,AUST,"AUXILIAR DE SAUDE E TECNOLOGIA",198282.49000000002,248724.12999999998
2020/11/01,95,Efetivo,MEDUN,"MEDICO UNIVERSITARIO",577761.33,679614.4700000001
2020/11/01,1,"Contrato Temporário",TGS,"TECNICO DE GESTAO DA SAUDE",1405.3400000000001,1700.46
2020/11/01,460,Efetivo,TUS,"TECNICO UNIVERSITARIO DA SAUDE",1257275.6299999992,1482879.2400000007
2020/11/01,12,"Contrato Temporário",TST,"TECNICO DE SAUDE E TECNOLOGIA",32533.609999999997,39755.83
2020/11/01,437,Efetivo,MAGAS,"MEDICO DA AREA DE GESTAO E ATENCAO A SAUDE",3075036.0900000017,3787134.7900000024
2020/11/01,53,"Contrato Temporário",MADS,"MEDICO DA AREA DE DEFESA SOCIAL",349634.3999999998,426800.7999999998
2020/11/01,230,Efetivo,AAS,"ANALISTA DE ATENCAO A SAUDE",1093368.5900000008,1425905.1700000009
2020/11/01,365,"Contrato Temporário",AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",1752548.4799999997,2154594.8999999994
2020/11/01,20,"Contrato Temporário",MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",163071.28,196607.99000000002
2020/11/01,136,Efetivo,AUS,"ANALISTA UNIVERSITARIO DA SAUDE",599506.0599999999,691916.6900000004
2020/11/01,119,Efetivo,MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",1661891.1899999995,1998963.9199999995
2020/11/01,969,Efetivo,AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",6146992.54,7370484.399999994
2020/11/01,915,"Contrato Temporário",MED,MEDICO,8109056.950000004,9922463.999999987
2020/11/01,21,Efetivo,AUHH,"AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA",85306.94999999998,109493.41999999998
2020/11/01,15,Efetivo,TEPS,"TECNICO EM EDUCACAO E PESQUISA EM SAUDE",36629.130000000005,44996.37999999999
2020/11/01,643,Efetivo,TGS,"TECNICO DE GESTAO DA SAUDE",1794384.7600000037,2300973.089999998
2020/12/01,20,Efetivo,AUHH,"AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA",85783.65000000001,111219.5
2020/12/01,55,Efetivo,AEPS,"ANALISTA EM EDUCACAO E PESQUISA EM SAUDE",383940.87,470938.85
2020/12/01,54,"Contrato Temporário",ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",212528.51000000013,257364.26000000004
2020/12/01,384,Efetivo,TST,"TECNICO DE SAUDE E TECNOLOGIA",1520587.6900000009,1756109.7400000007
2020/12/01,265,Efetivo,AST,"ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA",2290603.5700000003,2747647.36
2020/12/01,631,"Contrato Temporário",MEDRE,"MEDICO RESIDENTE",2084849.1799999997,2501821.520000009
2020/12/01,95,Efetivo,MEDUN,"MEDICO UNIVERSITARIO",542120.72,646271.2100000001
2020/12/01,458,Efetivo,ANSS,"ANALISTA DE SEGURIDADE SOCIAL",2344564.0100000016,2896096.56
2020/12/01,637,Efetivo,TGS,"TECNICO DE GESTAO DA SAUDE",1827749.3800000031,2335048.4999999977
2020/12/01,120,Efetivo,MP,"MEDICO PERITO",712325.4900000002,868758.4299999997
2020/12/01,1356,Efetivo,EPGS,"ESPECIALISTA EM POLITICAS E GESTAO DA SAUDE",8631878.49000001,10604888.269999988
2020/12/01,26,"Contrato Temporário",EPGS,"ESPECIALISTA EM POLITICAS E GESTAO DA SAUDE",133111.38999999996,161488.74999999994
2020/12/01,52,Efetivo,MADS,"MEDICO DA AREA DE DEFESA SOCIAL",620941.0100000001,716455.24
2020/12/01,50,Efetivo,AUST,"AUXILIAR DE SAUDE E TECNOLOGIA",202225.36,253358.15000000002
2020/12/01,431,Efetivo,ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",1604255.45,1891987.1600000008
2020/12/01,200,Efetivo,ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",1248420.4200000004,1491290.06
2020/12/01,687,Efetivo,AUGAS,"AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE",1747843.6899999983,2230214.800000001
2020/12/01,1420,Efetivo,MED,MEDICO,17189956.010000024,20562738.48
2020/12/01,186,"Contrato Temporário",TUS,"TECNICO UNIVERSITARIO DA SAUDE",290741.1099999999,358073.45999999985
2020/12/01,966,Efetivo,AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",6151222.259999993,7429441.680000003
2020/12/01,119,Efetivo,MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",1708785.8,2074702.1600000004
2020/12/01,327,Efetivo,MEDSS,"MEDICO DA AREA DE SEGURIDADE SOCIAL",4006617.01,4798186.880000001
2020/12/01,614,"Contrato Temporário",TOS,"TECNICO OPERACIONAL DA SAUDE",1376739.2199999979,1702355.8899999994
2020/12/01,181,"Contrato Temporário",ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",437621.29,531610.23
2020/12/01,1830,Efetivo,TOS,"TECNICO OPERACIONAL DA SAUDE",5922918.809999992,7057037.729999995
2020/12/01,460,Efetivo,TUS,"TECNICO UNIVERSITARIO DA SAUDE",1323642.4,1551458.269999999
2020/12/01,52,"Contrato Temporário",MADS,"MEDICO DA AREA DE DEFESA SOCIAL",356789.71999999986,442891.8199999999
2020/12/01,4,"Contrato Temporário",MP,"MEDICO PERITO",18744.800000000003,22831.04
2020/12/01,369,"Contrato Temporário",AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",1739758.9599999993,2138044.409999999
2020/12/01,287,Efetivo,TAS,"TECNICO DE ATENCAO A SAUDE",1073146.3199999996,1400382.9500000004
2020/12/01,15,Efetivo,TEPS,"TECNICO EM EDUCACAO E PESQUISA EM SAUDE",38826.939999999995,47313.72000000001
2020/12/01,3,"Contrato Temporário",TGS,"TECNICO DE GESTAO DA SAUDE",4794.71,5836.43
2020/12/01,983,Efetivo,AUSS,"AUXILIAR DE SEGURIDADE SOCIAL",3404365.4699999983,4254124.710000006
2020/12/01,5145,Efetivo,PENF,"PROFISSIONAL DE ENFERMAGEM",19017542.180000007,22768171.089999977
2020/12/01,136,Efetivo,AUS,"ANALISTA UNIVERSITARIO DA SAUDE",632407.6799999998,727909.78
2020/12/01,94,"Contrato Temporário",AUS,"ANALISTA UNIVERSITARIO DA SAUDE",246620.35999999984,301235.7299999999
2020/12/01,1334,"Contrato Temporário",PENF,"PROFISSIONAL DE ENFERMAGEM",4138686.250000001,5101895.4300000025
2020/12/01,20,"Contrato Temporário",MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",154442.30000000002,186210.98000000004
2020/12/01,428,Efetivo,MAGAS,"MEDICO DA AREA DE GESTAO E ATENCAO A SAUDE",3134480.080000003,3873470.840000002
2020/12/01,899,"Contrato Temporário",MED,MEDICO,7398181.880000005,9067338.609999992
2020/12/01,5,"Contrato Temporário",AST,"ANALISTA DE SAUDE E TECNOLOGIA",26251.75,31895.86
2020/12/01,12,"Contrato Temporário",TST,"TECNICO DE SAUDE E TECNOLOGIA",33671.12,41145.46
2020/12/01,398,Efetivo,AUAS,"AUXILIAR DE APOIO DA SAUDE",1529165.8800000008,1944779.1199999999
2020/12/01,587,Efetivo,TSS,"TECNICO DE SEGURIDADE SOCIAL",1532233.4100000006,1848389.1900000002
2020/12/01,230,Efetivo,AAS,"ANALISTA DE ATENCAO A SAUDE",1117063.4700000014,1460405.04
2021/01/01,686,Efetivo,AUGAS,"AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE",1767661.4499999995,2555015.4999999995
2021/01/01,230,Efetivo,AAS,"ANALISTA DE ATENCAO A SAUDE",1222173.1100000006,1812674.4600000002
2021/01/01,88,"Contrato Temporário",AUS,"ANALISTA UNIVERSITARIO DA SAUDE",230018.81000000003,280895.69
2021/01/01,52,Efetivo,MADS,"MEDICO DA AREA DE DEFESA SOCIAL",670482.7100000001,858794.5799999998
2021/01/01,431,Efetivo,ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",1715745.3600000006,2251231.929999997
2021/01/01,3,"Contrato Temporário",MP,"MEDICO PERITO",20657.940000000002,25161.26
2021/01/01,1828,Efetivo,TOS,"TECNICO OPERACIONAL DA SAUDE",6507965.840000004,8588904.459999999
2021/01/01,982,Efetivo,AUSS,"AUXILIAR DE SEGURIDADE SOCIAL",3681131.2199999983,5183115.310000002
2021/01/01,424,Efetivo,MAGAS,"MEDICO DA AREA DE GESTAO E ATENCAO A SAUDE",3260380.4400000023,4708212.769999996
2021/01/01,19,Efetivo,AUHH,"AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA",85656.14,122199.18
2021/01/01,1294,"Contrato Temporário",PENF,"PROFISSIONAL DE ENFERMAGEM",4245157.839999999,5228229.030000002
2021/01/01,966,Efetivo,AGAS,"ANALISTA DE GESTAO E ASSISTENCIA A SAUDE",6651409.969999994,9179867.959999988
2021/01/01,265,Efetivo,AST,"ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA",2334242.230000001,3228877.389999999
2021/01/01,635,Efetivo,TGS,"TECNICO DE GESTAO DA SAUDE",1866718.1400000025,2719265.830000002
2021/01/01,26,"Contrato Temporário",EPGS,"ESPECIALISTA EM POLITICAS E GESTAO DA SAUDE",100704.49999999997,122062.07999999999
2021/01/01,19,"Contrato Temporário",MEDHH,"MEDICO DA AREA DE HEMATOLOGIA E HEMOTERAPIA",153310.87000000002,184228.75
2021/01/01,199,Efetivo,ANHH,"ANALISTA DE HEMATOLOGIA E HEMOTERAPIA",1328717.56,1786716.5399999996
2021/01/01,161,"Contrato Temporário",ATHH,"ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA",413159.02000000037,501544.58000000013
2021/01/01,608,"Contrato Temporário",TOS,"TECNICO OPERACIONAL DA SAUDE",1502312.0200000003,1854523.3500000013
2021/01/01,327,Efetivo,MEDSS,"MEDICO DA AREA DE SEGURIDADE SOCIAL",4254362.079999999,5871227.820000001
